0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-04 14:31:40.390557	2	00:00:00.29	00:00:04.52	This lecture is about the Word Association mining and analysis.	this lecture be about the Word Association mining and analysis .
380a7417-6702-4df8-9818-5aceba7cde2b	2020-11-02 23:01:30.940341	119	00:04:48.51	00:04:57.5	Document one we might see that topic one is covered a lot, topic two and topic k are covered with a small portion.	document one we might see that topic one be cover a lot , topic two and topic k be cover with a small portion .
380a7417-6702-4df8-9818-5aceba7cde2b	2020-11-02 23:01:30.940342	121	00:04:58.77	00:05:00.87	And other topics perhaps are not covered.	and other topic perhaps be not cover .
380a7417-6702-4df8-9818-5aceba7cde2b	2020-11-02 23:01:30.940344	126	00:05:02.57	00:05:13.48	Document 2, on the other hand, covered topic 2 very well, but it did not cover topic 1 at all and also covers topic key to some extent.	document 2 , on the other hand , cover topic 2 very well , but it do not cover topic 1 at all and also cover topic key to some extent .
380a7417-6702-4df8-9818-5aceba7cde2b	2020-11-02 23:01:30.940357	152	00:05:14.3	00:06:12.47	etc., right? So now you can see there are generally two different tasks or subtasks. The first is to discover K topics from a collection of text data. What are these K topics? OK, major topics in the text data. The second task is to figure out which documents cover which topics to what extent. So more formally, we can define the problem as follows. First, we have as input a collection of N text documents. Here we can denote that text connection. as C. And denote a text article as d i an we generally also need to have an input the number of topics K. But there may be techniques that can automatically suggest a number of topics, but in the techniques that we will discuss which are also the most useful techniques, we often need to specify a number of topics.	etc . , right ? so now you can see there be generally two different task or subtask . the first be to discover k topic from a collection of text datum . what be these k topic ? ok , major topic in the text datum . the second task be to figure out which document cover which topic to what extent . so more formally , we can define the problem as follow . first , we have as input a collection of n text document . here we can denote that text connection . as C. and denote a text article as d I an we generally also need to have an input the number of topic K. but there may be technique that can automatically suggest a number of topic , but in the technique that we will discuss which be also the most useful technique , we often need to specify a number of topic .
380a7417-6702-4df8-9818-5aceba7cde2b	2020-11-02 23:01:30.940364	164	00:06:13.94	00:06:44.7	Now the output would then be the K topics that we would like to discover denoted as theater sub one through theta sub k. Also we want to generate the coverage of topics in each document di and this is denoted by π sub i j and "π sub i j document d sub i covering topic theta sub j. So obviously for each document we have a set of such values indicate.	now the output would then be the k topic that we would like to discover denote as theater sub one through theta sub k. also we want to generate the coverage of topic in each document di and this be denote by π sub I j and " π sub I j document d sub I cover topic theta sub j. So obviously for each document we have a set of such value indicate .
380a7417-6702-4df8-9818-5aceba7cde2b	2020-11-02 23:01:30.940365	166	00:06:45.37	00:06:47.94	To what extent did the document covers each topic.	to what extent do the document cover each topic .
380a7417-6702-4df8-9818-5aceba7cde2b	2020-11-24 18:15:20.403842	177	00:06:48.82	00:07:15.34	An we can assume that these probabilities sum to one, because a document won't be able to cover other topics outside the topics that we discussed we discovered. So now the question is how do we define \theta sub i? How do we define the topic now? This problem has not been completely defined until we define what is exactly theta.	an we can assume that these probability sum to one , because a document wo n't be able to cover other topic outside the topic that we discuss we discover . so now the question be how do we define \theta sub I ? how do we define the topic now ? this problem have not be completely define until we define what be exactly theta .
3956403f-f159-448a-9514-5dc69f314c5a	2020-11-02 22:58:06.748783	2	00:00:00.3	00:00:03.68	This lecture is about the evaluation of taxable categorization.	this lecture be about the evaluation of taxable categorization .
3956403f-f159-448a-9514-5dc69f314c5a	2020-11-02 22:58:06.748787	9	00:00:11.74	00:00:28.35	So we've talked about many different methods for taxi categorisation, but how do you which method works better? And for a particular application, how do you this is the best way of solving your problem. To understand these will have to.	so we 've talk about many different method for taxi categorisation , but how do you which method work well ? and for a particular application , how do you this be the good way of solve your problem . to understand these will have to .
3956403f-f159-448a-9514-5dc69f314c5a	2020-11-02 22:58:06.748788	11	00:00:29.02	00:00:33.99	How to we have to know how to evaluate categorisation results?	how to we have to know how to evaluate categorisation result ?
3956403f-f159-448a-9514-5dc69f314c5a	2020-11-02 22:58:06.748794	27	00:00:34.76	00:01:10.74	So first some general thoughts about the evaluation in general for evaluation of this kind of empirical tasks such as categorisation, we use methodology that was developed in 1960s by information retrieval researchers called Cranfield Evaluation Methodology. The basic idea is to help humans to create test collection. Where we already every document is tagged with the desired categories, or in the case of search for which query, which documents should have been retrieved and this is called ground truth.	so first some general thought about the evaluation in general for evaluation of this kind of empirical task such as categorisation , we use methodology that be develop in 1960s by information retrieval researcher call Cranfield Evaluation Methodology . the basic idea be to help human to create test collection . where we already every document be tag with the desire category , or in the case of search for which query , which document should have be retrieve and this be call ground truth .
